Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwACI,0.2,50,249,0.7995582948827531,32.27465558681667,1.1754572656767324,10.663664233124884,20.454346313283644,39.32137265228017,154.71972663302654
