Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
DtACI,0.1,250,246,0.8973379615317747,10.144686134472064,4.99735737941216,7.666146798325772,9.288357154306551,11.527534022605312,28.17709930451496
