Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
MACI,0.2,500,249,0.7953517471735868,31.881061043560905,1.1852389577176095,11.011412881110404,21.064412837551224,38.86032131723128,141.61886708519253
