Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.1,250,246,0.8987369851100542,10.084147760676458,5.216743111639069,7.578918492968887,9.31347414266369,11.723068168197953,22.96942771736503
