Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwACI,0.2,500,499,0.7997481926338535,36.40829910955122,0.7832916073747684,11.413876619291562,23.296763804081163,45.053896359245435,171.75942384942707
