Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.3,250,246,0.7015562218507294,5.790794287679659,2.9599897554247554,4.402411969020212,5.41988239859196,6.847090758401625,11.519484076527224
