Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
MACI,0.2,100,99,0.7953754859929966,31.82907495594215,1.1022412685976355,11.224942904845122,21.67379394080868,40.218153992687796,146.90085853661313
