Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwACI,0.3,250,246,0.6982452797311857,5.62117085970473,2.7385546203259428,4.281767572479315,5.299269576461177,6.609599516894658,11.091594472227023
