Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.2,500,499,0.7999410907373051,35.318058584121275,0.7925642557856157,11.471493032426165,23.549628395093652,45.55410702532134,175.51737970210195
