Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwACI,0.2,250,249,0.900923459954388,10.634659355297313,4.660608272465208,7.982109936166144,9.668122250781662,11.632368239352733,36.991744986942116
