Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwDtACI,0.2,50,49,0.8079408684546617,8.915595133469727,3.975713494047574,6.933077520021405,8.416572183975378,9.966626680979966,23.70229070151891
