Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.2,250,249,0.7998076156710138,32.02303298506831,1.1788096417162182,10.711180428511991,20.674352233934684,39.902320427454725,156.54462904860586
