Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
DtACI,0.2,50,49,0.7995008878262039,8.84801372982183,4.316713591885146,6.886447142462043,8.1768071902216,9.960988773784344,23.71286201024167
