Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.2,250,249,0.9011542799169563,10.646007399183931,4.6756097299865935,7.987405479167829,9.67867892210069,11.648242468399598,36.99769955394317
