Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwACI,0.1,250,246,0.8970172394539904,9.779125991776983,4.991977936185471,7.401222111274395,9.056433934670336,11.21199525022819,23.02730313815918
