Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.2,100,99,0.7996169785120055,33.73293824121146,1.2465217361974068,11.544652851801189,21.498807935139894,39.874438417417096,155.63251937745966
