Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
ACI,0.1,251,247,0.8969902815489641,9.860285648230024,4.929943002134089,7.36179383451129,9.14634272736798,11.481431168230765,22.701099882142568
