Method, Alpha, Target, Current,coverage,width,Qwidth1,Qwidth25,Qwidth50,Qwidth75,Qwidth99
AwDtACI,0.1,250,247,0.9052682415253501,10.778958478807944,4.699719738833237,8.09643974227268,9.790821618520724,11.759688728983678,37.72037954568491
